企业代号,信誉评级,违约率,贷款金额,流失率,利率
E157,A,0.0,49.30419024197855,0.6946779993022365,0.09448222794756778
E158,A,0.0,47.870432538339806,0.7706826462147741,0.10608547246525525
E159,A,0.0,53.61086985080784,0.7165471984952486,0.10045880481018606
E160,A,0.0,45.17915516151265,0.7182359964477765,0.10075463310074065
E162,A,0.0,48.461736435825834,0.7243635208692019,0.10166872756290367
E163,A,0.0,46.15343623926889,0.8323547993114331,0.12451939737442734
E164,A,0.0,43.938361830435475,0.7667412695040596,0.10572968339210521
E165,A,0.0,49.25415437050775,0.6439627607989975,0.08551158961480852
E166,A,0.0,51.832470632425455,0.8308729851766882,0.12439212752193789
E167,A,0.0,48.90870541972131,0.7636081137143907,0.10545342265948966
E168,A,0.0,43.23620759307536,0.7454294646253058,0.10387237533227929
E169,A,0.0,40.35362981725663,0.6641144153602707,0.08952129787458396
E170,A,0.0,45.90579452555421,0.7282176474260657,0.10215232285325047
E171,A,0.0,44.856413234900174,0.7902323847814285,0.10822868701890306
E172,A,0.0,45.749958610739434,0.7244398909896239,0.10167888438448484
E173,A,0.0,57.92208510900714,0.6249343803652622,0.08388608668582676
E174,A,0.0,46.17599723380723,0.7195098116949475,0.10096325760191922
E175,A,0.0,42.182979240203665,0.7621915121552176,0.1053298376374741
E176,A,0.0,38.519468015822824,0.7624312360402229,0.1053507052031908
E177,A,0.0,48.093798076005555,0.6810795858648521,0.09256339987287278
E178,A,0.0,45.34784122072189,0.7799740399021456,0.10699034875239698
E179,A,0.0,46.27065057193333,0.7316726371817597,0.10254318104640067
E180,A,0.0,49.49743378052348,0.7672320909241882,0.10577341722514594
E181,A,0.0,47.88245092351573,0.7491060991008559,0.10419732380921631
E182,A,0.0,42.754656878782455,0.6604314870609977,0.08806154326098072
E183,B,0.02631578947368421,46.918790426487014,0.6946071992981303,0.10172015207098037
E184,A,0.0,48.81876255091745,0.736032144964255,0.10299362306290305
E186,A,0.0,48.785860039654594,0.7696957479508041,0.10599530771760714
E187,A,0.0,52.23255341274992,0.716487896923216,0.10044797379237111
E188,A,0.0,47.20992598809176,0.6804391981127988,0.09247963545219921
E189,B,0.02631578947368421,44.58540580603428,0.6791209346113205,0.09912490798105154
E190,A,0.0,48.90289695818039,0.63262917052947,0.08452120224462198
E191,A,0.0,48.97067084027608,0.6322664746430171,0.08449110069013809
E192,B,0.02631578947368421,50.01896561119358,0.7511998215978686,0.11119212978383412
E193,B,0.02631578947368421,49.99808008825705,0.7526034544701595,0.11131149311504683
E194,B,0.02631578947368421,48.5960738899808,0.7001389908621346,0.10478069725962295
E195,A,0.0,52.697031846510946,0.7769657303415244,0.1066836080271602
E196,A,0.0,41.50900514553318,0.6675905856215102,0.0905106014313044
E197,A,0.0,42.19443343260552,0.7192294677840558,0.10091831880706371
E198,A,0.0,46.44349892434197,0.6690897994985683,0.09081002275702431
E200,A,0.0,42.62293038082736,0.7399543998043837,0.10337171878916425
E201,A,0.0,49.27826135606891,0.7049194683404865,0.09727521129474972
E202,B,0.02631578947368421,44.43050978421157,0.7440422589462787,0.11059249964645915
E203,B,0.02631578947368421,45.818752475081155,0.7047329774485915,0.10638064006294123
E204,A,0.0,51.46940418419513,0.887110861302534,0.13840339558283274
E205,B,0.02631578947368421,57.92208510900714,0.7510297162408367,0.1111777304187523
E206,A,0.0,57.92208510900714,0.6769701245183332,0.09201821795568846
E207,A,0.0,53.564923164744926,0.8035636797894988,0.11659814777697383
E208,A,0.0,50.76331927725409,0.6458005528563981,0.0856894266718399
E209,A,0.0,46.93098588826666,0.6039859500649944,0.08187697708258872
E210,B,0.02631578947368421,43.450705786113325,0.7116620985279448,0.10748172453067648
E211,B,0.02631578947368421,57.92208510900714,0.6172643278342409,0.08916836742337667
E213,A,0.0,48.45007522880523,0.7165410864594753,0.10045768996715919
E214,A,0.0,49.84666511353988,0.9,0.14621603701238867
E216,A,0.0,42.90016995761514,0.6655463726340527,0.08999571982710114
E217,A,0.0,47.00169691409927,0.7363043385746738,0.10302056183267143
E218,A,0.0,49.2697512960806,0.7627391915672398,0.10537753839641059
E219,A,0.0,50.87597236748764,0.6391682439897642,0.08507641774592871
E220,A,0.0,49.825692350377125,0.6215923614226612,0.08360702005235594
E221,B,0.02631578947368421,44.978506700653995,0.6484476691230177,0.09610019429709052
E222,A,0.0,49.85712269802809,0.6494200761346612,0.08606847337587684
E223,A,0.0,44.2243348308122,0.8024467888829394,0.11041105424074285
E224,A,0.0,42.9112092480289,0.7306568435286256,0.10243189847827062
E225,A,0.0,46.85654267165609,0.7553596150399059,0.1047395002757138
E226,A,0.0,46.160928175857144,0.6442882008314772,0.08554253009927737
E227,A,0.0,47.90760568840935,0.6756062640794435,0.09183058106587544
E228,B,0.02631578947368421,42.61455438715114,0.81526986872032,0.1265925339821119
E229,A,0.0,42.909287901127435,0.6535325109273529,0.08658208046884955
E231,A,0.0,47.16431505225783,0.7458636776428684,0.10391112215190364
E232,A,0.0,45.45193831187708,0.7254023599507667,0.10180475928953024
E234,A,0.0,49.054440638934246,0.7552788569269374,0.10473253864252688
E235,B,0.02631578947368421,50.03225922054048,0.7293842495546905,0.10932892522021109
E236,B,0.02631578947368421,48.26279284768875,0.7601039363929047,0.1119768213823369
E237,B,0.02631578947368421,45.38908361980421,0.6435767274314039,0.09558529419684568
E238,B,0.02631578947368421,53.822604897640026,0.816231779412808,0.1269544780472458
E239,B,0.02631578947368421,47.66577109891273,0.6859034036806375,0.10002808268577285
E240,B,0.02631578947368421,47.08325198918676,0.7325866210477852,0.10961472439361528
E241,B,0.02631578947368421,42.90631307116846,0.7723873658493347,0.11592104080182897
E242,B,0.02631578947368421,47.84314073647332,0.7117403827177816,0.10749180368377811
E243,A,0.0,46.570241869391225,0.6809669021805042,0.09254867683608876
E244,B,0.02631578947368421,47.571985148626155,0.7235232381828222,0.10878103687753546
E246,B,0.02631578947368421,42.86449253234863,0.6695454039207597,0.09809769596512034
E247,B,0.02631578947368421,54.82469297827072,0.5176628866139021,0.07526602245002116
E248,B,0.02631578947368421,41.54858676517681,0.7306468899588301,0.10944254359813843
E249,B,0.02631578947368421,49.97289706056966,0.6640888623060828,0.09757742086407635
E250,B,0.02631578947368421,49.39076391903306,0.7405133422855751,0.11029637884256213
E251,B,0.02631578947368421,51.105939155518236,0.6824872021863526,0.09954793726454256
E252,B,0.02631578947368421,45.29843622467686,0.7326987883273733,0.10962460101350856
E253,B,0.02631578947368421,57.92208510900714,0.8247813861529584,0.13150923865113082
E254,A,0.0,46.405013558488534,0.6639071933384126,0.08944329990424021
E255,B,0.02631578947368421,50.534206851266426,0.6776554892482927,0.0989528864237659
E256,B,0.02631578947368421,45.97552185123774,0.6604295700166107,0.09723768924829305
E257,B,0.02631578947368421,47.433392228809836,0.7098471109059362,0.1072382664069466
E258,B,0.02631578947368421,45.1851575284288,0.675744982346841,0.09873791307832715
E259,B,0.02631578947368421,47.983075325841035,0.862004962008134,0.14575088255348156
E260,B,0.02631578947368421,49.85662642609023,0.7433449726916,0.11053420384990777
E261,B,0.02631578947368421,44.080967374504155,0.68187439951917,0.0994676839295494
E262,B,0.02631578947368421,44.539176544194035,0.720686225956532,0.10849982516927792
E263,B,0.02631578947368421,50.751050098401365,0.7156461252950963,0.1079613617839403
E264,B,0.02631578947368421,47.89463001517278,0.6540037378093932,0.0966396306712003
E265,B,0.02631578947368421,51.647289511310476,0.6757310693741887,0.09873638317251125
E267,B,0.02631578947368421,48.24471271522581,0.7565434516303123,0.11165369597437616
E268,B,0.02631578947368421,47.36618316616898,0.6313933052839994,0.093322342248602
E270,B,0.02631578947368421,46.8642605064992,0.7787127068732556,0.12117694466847785
E271,B,0.02631578947368421,52.67000627023763,0.6903292687480452,0.10076593716746411
E272,A,0.0,46.974390663273546,0.7564673332151435,0.10483496572759071
E273,B,0.02631578947368421,50.04111087917939,0.7102014258903786,0.10728739845018279
E275,A,0.0,48.49039835196951,0.9,0.14621603701238867
E276,A,0.0,46.232617176993415,0.8243369210826265,0.12379593443218906
E277,B,0.02631578947368421,41.518131613454806,0.7243881608097662,0.10886439986446132
E278,B,0.02631578947368421,47.217165054721725,0.666772090007538,0.09783020202113185
E279,B,0.02631578947368421,44.08529215813633,0.7136180642785653,0.10772497353039429
E280,B,0.02631578947368421,48.1491321233452,0.5878783524644322,0.08642802102180484
E281,B,0.02631578947368421,48.224348676251935,0.7653788334392768,0.11249798598228997
E282,B,0.02631578947368421,49.3898952102013,0.6137484466869507,0.08876442871350536
E283,B,0.02631578947368421,50.62433970598016,0.7230257158115619,0.10873261691387415
E284,B,0.02631578947368421,41.58323788730776,0.6822657940657021,0.09951875900640618
E285,B,0.02631578947368421,52.96475910636599,0.7907966635391664,0.1224226600963046
E286,B,0.02631578947368421,47.12980409055799,0.6786775667042827,0.09907216292622635
E287,B,0.02631578947368421,46.09892927313166,0.7293636539531158,0.10932706095324066
E288,B,0.02631578947368421,52.34705921159772,0.8446490269428096,0.1372990911651566
E289,B,0.02631578947368421,43.46101741137926,0.6145442080839971,0.08885220043009819
E290,B,0.02631578947368421,41.85639298906716,0.6692626298181499,0.09807004045701406
E291,B,0.02631578947368421,42.117867229032036,0.7382121323770932,0.11010135090297199
E292,B,0.02631578947368421,51.327258660936664,0.7929143503553726,0.12265783420086768
E293,B,0.02631578947368421,51.156488076956315,0.6633350272083944,0.09750710973369867
E294,A,0.0,52.26012907783832,0.557662755726568,0.07750330939733237
E295,B,0.02631578947368421,47.97270075934576,0.7421798077054391,0.11043658355063396
E296,B,0.02631578947368421,44.74128875430805,0.7094793354096024,0.10718633137990076
E297,B,0.02631578947368421,50.86687751177264,0.7511015668602012,0.11118381096776202
E298,B,0.02631578947368421,47.46976583417663,0.6638159021234594,0.09755193365312327
E299,B,0.02631578947368421,45.701115191071565,0.720488950168754,0.10847977361391467
E300,B,0.02631578947368421,49.49364411968249,0.7657112120975005,0.11253335321681854
E301,A,0.0,46.22264966058169,0.7198447072310947,0.10101625629459593
E302,A,0.0,49.01997724154932,0.6779034998706264,0.09214416122929642
E303,A,0.0,45.632934550501375,0.811255413077495,0.11765015056468076
E304,B,0.02631578947368421,52.053345890298345,0.6439327439887692,0.09562501418380816
E305,B,0.02631578947368421,54.240313387725955,0.6967319862533301,0.10241857161428584
E306,A,0.0,44.692992005858464,0.6790469357437952,0.09229640486644859
E307,A,0.0,45.62128357220099,0.7306199019672699,0.10242779727429428
E308,B,0.02631578947368421,45.43790263897156,0.6791472432390157,0.09912805759670994
E309,B,0.02631578947368421,44.60188578760255,0.6958610561665483,0.10209810561171634
E310,A,0.0,48.82049160253921,0.7401388780491035,0.10338903201859227
E311,A,0.0,39.48108877914003,0.667473204155151,0.09048495508789957
E312,A,0.0,51.836315440847976,0.7087173062882715,0.09863035404940329
E313,B,0.02631578947368421,51.84835602196078,0.7914452824913403,0.12249356774035074
E314,A,0.0,45.76888759404727,0.7042674290597937,0.09702505091687856
E315,A,0.0,49.27448853056277,0.5944934261350158,0.08062879796733419
E316,A,0.0,45.780707184129284,0.8244735961445978,0.11913077525788358
E317,A,0.0,50.8229568353378,0.8286743272588989,0.11913841396727451
E319,B,0.02631578947368421,42.533452704943414,0.6961761690745083,0.10220682021745202
E320,B,0.02631578947368421,50.56117251298278,0.6566168696257553,0.09688443499008559
E321,B,0.02631578947368421,45.73437274091407,0.7291842800718566,0.10931080894131563
E322,B,0.02631578947368421,49.779517359888,0.6892805644173873,0.10057533673645115
E323,A,0.0,43.390553811055014,0.687933004555963,0.0934678237841802
E324,A,0.0,46.3733606505384,0.6334788004430709,0.08459190554280376
E325,A,0.0,47.61102202685833,0.6851273541753231,0.09309244927696936
E326,B,0.02631578947368421,47.59867153323626,0.6049390535024936,0.08788607341260335
E327,B,0.02631578947368421,46.928991956877915,0.6429219665787215,0.09551112231494566
E328,A,0.0,49.00203111417135,0.6899240237372214,0.09374486214857349
E330,A,0.0,49.69679813486168,0.7896270777427091,0.10814202867289392
E332,B,0.02631578947368421,47.85823513864276,0.6929175437343159,0.10129905434956318
E333,B,0.02631578947368421,44.66992566595992,0.6662434772754469,0.09778002240788279
E334,B,0.02631578947368421,57.92208510900714,0.6967364495939078,0.10242039850135247
E335,A,0.0,41.40986930801676,0.7158875744786249,0.10033648374000442
E339,A,0.0,46.317834604366524,0.6998751282506744,0.09559221860734944
E341,A,0.0,46.9948615348025,0.673518697003236,0.0915317501832405
E342,A,0.0,49.72909023544288,0.6477844030950788,0.08589147795148033
E344,A,0.0,47.655312183223515,0.6957546955046287,0.0946764390933923
E346,A,0.0,55.05000580166058,0.692011223334367,0.0940511869827146
E352,B,0.02631578947368421,48.197148879807266,0.793274539902459,0.12269893272338536
E361,A,0.0,46.58832433879445,0.6724114630151931,0.09136530440182782
E365,A,0.0,52.37149714851574,0.7258792360931237,0.10186572001926153
E373,B,0.02631578947368421,44.791132410786105,0.7063525935898309,0.10669346939137901
E378,B,0.02631578947368421,46.55233534147455,0.7830745107635264,0.12162162281891148
E379,A,0.0,50.00453057573234,0.7225216985514227,0.10141566618899839
E381,A,0.0,47.30320980022008,0.7775638330049939,0.10674332765608525
E384,A,0.0,44.765290310695285,0.7294739679496859,0.10229860015724994
E419,B,0.02631578947368421,47.7595891186996,0.7525615416919769,0.11130791341972908
E420,A,0.0,43.64862171121878,0.7205394846161152,0.10112392718782477
